ëÅEEPROM
Saved flight state: 0
Saved baseline: 988.13
TIME,TEMPERATURE, PRESSURE, ALTITUDE, LATITUDE, LONGITUDE, ANGLE, GPS_ALTX, Y, Z, SWC, SWP, TURN, FLIGHT_STATE
1366290,24.80,961.01,251.62,34.7259368,86.6369781,0.0000000,290.30,199.6250,56.3125,34.9375,1,0,2,1
1366595,24.80,960.77,253.72,34.7259521,86.6369323,0.0000000,293.70,131.6875,32.6250,31.7500,1,0,2,1
1366874,24.80,960.48,256.25,34.7259521,86.6369323,0.0000000,293.70,76.4375,17.5625,12.5625,1,0,2,1
1367151,24.80,960.40,256.95,34.7259521,86.6369323,0.0000000,293.70,37.1250,19.9375,-16.6875,1,0,2,1
1367430,24.80,960.23,258.43,34.7259521,86.6369323,0.0000000,293.70,355.3125,35.5625,-47.0625,1,0,2,1
1367710,24.80,960.09,259.66,34.7259635,86.6368637,0.0000000,293.70,280.6250,74.0000,-70.3125,1,0,2,1
1367990,24.80,960.02,260.27,34.7259635,86.6368637,0.0000000,293.70,198.2500,66.6250,74.1875,1,0,2,1
1368268,24.80,959.75,262.63,34.7259635,86.6368637,0.0000000,293.70,165.1875,52.0625,55.0000,1,0,2,1
1368580,24.80,959.53,264.55,34.7259597,86.6368026,0.0000000,297.20,169.6875,55.3125,39.9375,1,0,2,1
1368858,24.80,959.36,266.03,34.7259597,86.6368026,0.0000000,297.20,186.0000,55.9375,26.4375,1,0,2,1
1369138,24.80,959.15,267.87,34.7259597,86.6368026,0.0000000,297.20,202.4375,55.0000,15.0000,1,0,2,1
1369455,24.80,958.90,270.06,34.7259597,86.6368026,0.0000000,297.20,207.9375,58.2500,6.6875,1,0,2,1
1369827,24.80,958.59,272.77,34.7259330,86.6367034,0.0000000,300.80,192.7500,55.6875,5.8125,1,0,2,1
1370103,24.80,958.41,274.34,34.7259330,86.6367034,0.0000000,300.80,172.8125,54.6250,1.2500,1,0,2,1
1370382,24.80,958.15,276.61,34.7259330,86.6367034,0.0000000,300.80,138.1250,56.4375,2.0625,1,0,2,1
1370661,24.80,958.03,277.67,34.7258911,86.6366043,0.0000000,306.30,83.5000,53.4375,15.6875,1,0,2,1
1370939,24.80,957.92,278.63,34.7258911,86.6366043,0.0000000,306.30,36.6875,45.3750,17.7500,1,0,2,1
1371216,24.80,957.69,280.64,34.7258911,86.6366043,0.0000000,306.30,12.4375,43.4375,10.5000,1,0,2,1
1371547,24.80,957.46,282.65,34.7259063,86.6365432,0.0000000,310.30,358.7500,47.3125,14.4375,1,0,2,1
1371836,24.80,957.17,285.19,34.7259063,86.6365432,0.0000000,310.30,359.3750,48.6250,11.3125,1,0,2,1
1372114,24.80,956.99,286.77,34.7259063,86.6365432,0.0000000,310.30,7.1250,48.0625,8.2500,1,0,2,1
1372390,24.80,956.78,288.61,34.7259063,86.6365432,0.0000000,310.30,20.9375,46.0625,-0.0625,1,0,2,1
1372668,24.80,956.49,291.15,34.7259368,86.6364898,0.0000000,315.30,28.3750,43.1875,-3.6875,1,0,2,1
1372946,24.80,956.27,293.08,34.7259368,86.6364898,0.0000000,315.30,22.6875,42.5625,-2.1875,1,0,2,1
1373223,24.80,956.07,294.83,34.7259368,86.6364898,0.0000000,315.30,14.9375,42.1250,-5.8750,1,0,2,1
1373556,24.80,955.81,297.11,34.7259674,86.6364440,0.0000000,319.90,350.5625,45.7500,-13.1875,1,0,2,1
1373876,24.80,955.64,298.60,34.7259674,86.6364440,0.0000000,319.90,292.5625,57.3750,-10.5000,1,0,2,1
1374154,24.80,955.47,300.09,34.7259674,86.6364440,0.0000000,319.90,212.8750,55.3750,20.6250,1,0,2,1
1374486,24.80,955.29,301.67,34.7260017,86.6364059,0.0000000,319.80,161.0625,44.6250,15.0000,1,0,2,1
1374783,24.80,955.01,304.13,34.7260017,86.6364059,0.0000000,319.80,150.1875,45.6875,11.1875,1,0,2,1
Write EEPROM
6409734,-3.90,955.29,301.67,34.5992584,85.7886886,0.0000000,858.50,32.8125,77.8750,77.5000,0,0,2,2
Waking pilot
Desired heading:89.86
6410507,-4.00,955.51,299.74,34.5992431,85.7886047,0.0000000,850.90,249.7500,47.7500,99.8125,0,0,1,2
6410686,-4.10,956.05,295.01,34.5992431,85.7886047,0.0000000,850.90,213.6875,43.2500,91.6875,0,0,1,2
6410891,-4.10,956.29,292.90,34.5992431,85.7886047,0.0000000,850.90,212.3125,65.8750,95.0000,0,0,1,2
6411161,-4.00,956.67,289.57,34.5991897,85.7885589,0.0000000,840.40,205.1250,74.5625,15.9375,0,0,1,2
6411339,-4.00,956.77,288.70,34.5991897,85.7885589,0.0000000,840.40,181.1875,86.6250,3.1250,0,0,1,2
6411516,-4.00,956.99,286.77,34.5991897,85.7885589,0.0000000,840.40,123.2500,59.0625,90.5625,0,0,1,2
6411696,-4.00,957.19,285.02,34.5991897,85.7885589,0.0000000,840.40,81.9375,56.0000,108.5625,0,0,1,2
6411930,-4.00,957.35,283.62,34.5991897,85.7885589,0.0000000,840.40,98.3750,77.7500,-137.1250,0,0,1,2
6412152,-4.00,957.60,281.43,34.5991706,85.7885284,0.0000000,838.90,69.1250,69.4375,-164.2500,0,0,1,2
6412333,-4.00,957.75,280.12,34.5991706,85.7885284,0.0000000,838.90,35.8125,70.8125,169.4375,0,0,1,2
6412511,-4.00,957.92,278.63,34.5991706,85.7885284,0.0000000,838.90,30.3125,68.3125,-153.0625,0,0,1,2
6412691,-4.00,958.27,275.57,34.5991706,85.7885284,0.0000000,838.90,318.7500,18.3125,-158.9375,0,0,1,2
6412930,-4.00,958.37,274.69,34.5991630,85.7884750,0.0000000,833.80,295.9375,39.6875,172.0000,0,0,1,2
6413144,-4.00,958.60,272.68,34.5991630,85.7884750,0.0000000,833.80,260.5000,76.9375,168.0000,0,0,1,2
6413324,-4.00,958.79,271.02,34.5991630,85.7884750,0.0000000,833.80,235.3125,65.9375,179.1875,0,0,1,2
6413503,-4.00,958.90,270.06,34.5991630,85.7884750,0.0000000,833.80,181.5625,54.2500,151.0000,0,0,1,2
6413683,-4.00,959.09,268.39,34.5991630,85.7884750,0.0000000,833.80,180.6250,75.9375,32.2500,0,0,1,2
6413920,-4.00,959.38,265.86,34.5991287,85.7884292,0.0000000,823.70,157.8750,55.5625,-169.6250,0,0,1,2
6414134,-4.00,959.52,264.64,34.5991287,85.7884292,0.0000000,823.70,109.0000,49.7500,-178.0625,0,0,1,2
6414314,-4.00,959.64,263.59,34.5991287,85.7884292,0.0000000,823.70,96.1875,74.5625,-106.0000,0,0,1,2
6414494,-4.00,959.94,260.97,34.5991287,85.7884292,0.0000000,823.70,71.1875,72.6250,-124.5000,0,0,1,2
6414673,-3.90,960.15,259.13,34.5991287,85.7884292,0.0000000,823.70,24.3750,71.0625,165.1875,0,0,1,2
6414891,-4.00,960.25,258.26,34.5991287,85.7884292,0.0000000,823.70,349.6250,45.7500,179.0000,0,0,1,2
6415159,-4.00,960.51,255.99,34.5991134,85.7883605,0.0000000,818.40,292.1250,45.5625,176.9375,0,0,1,2
6415339,-3.90,960.71,254.24,34.5991134,85.7883605,0.0000000,818.40,257.6250,60.2500,159.0000,0,0,1,2
6415518,-3.90,960.90,252.58,34.5991134,85.7883605,0.0000000,818.40,238.7500,65.1875,165.1875,0,0,1,2
6415697,-3.90,961.04,251.36,34.5991134,85.7883605,0.0000000,818.40,209.0625,47.3125,175.3125,0,0,1,2
6415940,-3.90,961.15,250.40,34.5990524,85.7883148,0.0000000,804.80,171.9375,77.6875,100.5625,0,0,1,2
6416130,-3.90,961.54,247.00,34.5990524,85.7883148,0.0000000,804.80,200.5000,46.8750,-112.0625,0,0,1,2
6416311,-3.90,961.58,246.65,34.5990524,85.7883148,0.0000000,804.80,176.5000,38.8125,-121.8750,0,0,1,2
6416491,-3.90,961.77,244.99,3
