ëÅEEPROM
Saved flight state: 0
Saved baseline: 988.13
TIME,TEMPERATURE, PRESSURE, ALTITUDE, LATITUDE, LONGITUDE, ANGLE, GPS_ALTX, Y, Z, SWC, SWP, TURN, FLIGHT_STATE
738436,21.10,990.17,0.17,34.7260246,86.6396331,0.0000000,203.50,285.8750,86.4375,3.5000,1,1,2,0
739568,21.10,990.18,0.09,34.7260246,86.6396331,0.0000000,203.50,286.1875,86.5625,3.2500,1,1,2,0
740743,21.10,990.16,0.26,34.7260246,86.6396331,0.0000000,203.50,285.7500,86.2500,3.6875,1,1,2,0
741818,21.10,990.19,0.00,34.7260284,86.6396331,0.0000000,203.40,285.7500,86.2500,3.6875,1,1,2,0
742892,21.10,990.19,0.00,34.7260246,86.6396331,0.0000000,203.40,285.7500,86.2500,3.6875,1,1,2,0
743967,21.10,990.17,0.17,34.7260284,86.6396331,0.0000000,203.30,285.7500,86.2500,3.6875,1,1,2,0
745042,21.10,990.13,0.51,34.7260284,86.6396331,0.0000000,203.30,285.7500,86.2500,3.6875,1,1,2,0
746117,21.10,990.15,0.34,34.7260322,86.6396331,0.0000000,203.20,285.7500,86.2500,3.6875,1,1,2,0
747191,21.10,990.18,0.09,34.7260322,86.6396331,0.0000000,203.20,285.7500,86.2500,3.6875,1,1,2,0
748266,21.10,990.17,0.17,34.7260322,86.6396484,0.0000000,203.20,285.7500,86.2500,3.6875,1,1,2,0
749341,21.20,990.14,0.43,34.7260360,86.6396484,0.0000000,203.20,285.7500,86.2500,3.6875,1,1,2,0
750452,21.10,990.15,0.34,34.7260360,86.6396484,0.0000000,203.20,285.7500,86.2500,3.6875,1,1,2,0
751579,21.20,990.20,-0.09,34.7260360,86.6396484,0.0000000,203.20,285.7500,86.2500,3.6875,1,1,2,0
752654,21.20,990.19,0.00,34.7260360,86.6396484,0.0000000,203.20,285.7500,86.2500,3.6875,1,1,2,0
753729,21.20,990.15,0.34,34.7260360,86.6396484,0.0000000,203.20,285.7500,86.2500,3.6875,1,1,2,0
754803,21.20,990.17,0.17,34.7260360,86.6396484,0.0000000,203.20,285.7500,86.2500,3.6875,1,1,2,0
755415,21.20,990.19,0.00,34.7260360,86.6396484,0.0000000,203.20,285.7500,86.2500,3.6875,1,1,2,0
756602,21.20,990.09,0.85,34.7260360,86.6396484,0.0000000,203.20,285.7500,86.2500,3.6875,1,1,2,0
757677,21.20,990.12,0.60,34.7260360,86.6396484,0.0000000,203.20,285.7500,86.2500,3.6875,1,1,2,0
758751,21.20,990.19,0.00,34.7260360,86.6396484,0.0000000,203.20,285.7500,86.2500,3.6875,1,1,2,0
759826,21.20,990.17,0.17,34.7260360,86.6396484,0.0000000,203.20,285.7500,86.2500,3.6875,1,1,2,0
760900,21.20,990.16,0.26,34.7260360,86.6396484,0.0000000,203.20,285.7500,86.2500,3.6875,1,1,2,0
761975,21.20,990.18,0.09,34.7260360,86.6396484,0.0000000,203.20,285.7500,86.2500,3.6875,1,1,2,0
763051,21.20,990.22,-0.26,34.7260398,86.6396484,0.0000000,203.20,285.7500,86.2500,3.6875,1,1,2,0
764126,21.20,990.19,0.00,34.7260398,86.6396484,0.0000000,203.20,285.7500,86.2500,3.6875,1,1,2,0
765201,21.30,990.17,0.17,34.7260398,86.6396484,0.0000000,203.20,285.7500,86.2500,3.6875,1,1,2,0
766286,21.20,990.19,0.00,34.7260398,86.6396484,0.0000000,203.20,285.7500,86.2500,3.6875,1,1,2,0
767470,21.30,990.21,-0.17,34.7260398,86.6396484,0.0000000,203.20,285.7500,86.2500,3.6875,1,1,2,0
768545,21.30,990.19,0.00,34.7260398,86.6396484,0.0000000,203.20,285.7500,86.2500,3.6875,1,1,2,0
769619,21.30,990.21,-0.17,34.7260360,86.6396484,0.0000000,203.20,285.7500,86.2500,3.6875,1,1,2,0
770694,21.30,990.21,-0.17,34.7260360,86.6396484,0.0000000,203.20,285.7500,86.2500,3.6875,1,1,2,0
771769,21.30,990.15,0.34,34.7260360,86.6396484,0.0000000,203.20,285.7500,86.2500,3.6875,1,1,2,0
772843,21.30,990.21,-0.17,34.7260360,86.6396484,0.0000000,203.20,285.7500,86.2500,3.6875,1,1,2,0
773918,21.30,990.17,0.17,34.7260360,86.6396484,0.0000000,203.20,285.7500,86.2500,3.6875,1,1,2,0
774992,21.30,990.18,0.09,34.7260398,86.6396484,0.0000000,203.20,285.7500,86.2500,3.6875,1,1,2,0
776067,21.30,990.16,0.26,34.7260398,86.6396484,0.0000000,203.20,285.7500,86.2500,3.6875,1,1,2,0
777141,21.30,990.19,0.00,34.7260398,86.6396484,0.0000000,203.20,285.7500,86.2500,3.6875,1,1,2,0
778215,21.30,990.14,0.43,34.7260398,86.6396484,0.0000000,203.20,285.7500,86.2500,3.6875,1,1,2,0
779343,21.30,990.13,0.51,34.7260398,86.6396484,0.0000000,203.20,285.7500,86.2500,3.6875,1,1,2,0
780481,21.30,990.16,0.26,34.7260398,86.6396484,0.0000000,203.20,285.7500,86.2500,3.6875,1,1,2,0
781556,21.30,990.17,0.17,34.7260398,86.6396484,0.0000000,203.20,285.7500,86.2500,3.6875,1,1,2,0
782631,21.30,990.22,-0.26,34.7260398,86.6396484,0.0000000,203.20,285.7500,86.2500,3.6875,1,1,2,0
783707,21.30,990.25,-0.51,34.7260398,86.6396484,0.0000000,203.20,285.7500,86.2500,3.6875,1,1,2,0
784782,21.40,990.17,0.17,34.7260398,86.6396484,0.0000000,203.20,285.7500,86.2500,3.6875,1,1,2,0
785857,21.30,990.15,0.34,34.7260398,86.6396484,0.0000000,203.20,285.7500,86.2500,3.6875,1,1,2,0
786931,21.40,990.16,0.26,34.7260398,86.6396484,0.0000000,203.20,285.7500,86.2500,3.6875,1,1,2,0
788005,21.40,990.19,0.00,34.7260398,86.6396484,0.0000000,203.20,285.7500,86.2500,3.6875,1,1,2,0
789081,21.40,990.20,-0.09,34.7260398,86.6396484,0.0000000,203.20,285.7500,86.2500,3.6875,1,1,2,0
790187,21.40,990.25,-0.51,34.7260398,86.6396484,0.0000000,203.20,285.7500,86.2500,3.6875,1,1,2,0
791346,21.40,990.23,-0.34,34.7260398,86.6396484,0.0000000,203.20,285.7500,86.2500,3.6875,1,1,2,0
792422,21.40,990.22,-0.26,34.7260398,86.6396484,0.0000000,203.20,285.7500,86.2500,3.6875,1,1,2,0
793497,21.40,990.23,-0.34,34.7260398,86.6396484,0.0000000,203.20,285.7500,86.2500,3.6875,1,1,2,0
794573,21.40,990.12,0.60,34.7260398,86.6396484,0.0000000,203.20,285.7500,86.2500,3.6875,1,1,2,0
795648,21.40,990.17,0.17,34.7260398,86.6396484,0.0000000,203.20,285.7500,86.2500,3.6875,1,1,2,0
796722,21.40,990.20,-0.09,34.7260398,86.6396484,0.0000000,203.20,285.7500,86.2500,3.6875,1,1,2,0
797797,21.40,990.25,-0.51,34.7260398,86.6396484,0.0000000,203.20,285.7500,86.2500,3.6875,1,1,2,0
798872,21.40,990.18,0.09,34.7260398,86.6396484,0.0000000,203.20,285.7500,86.2500,3.6875,1,1,2,0
799946,21.40,990.18,0.09,34.7260398,86.6396484,0.0000000,203.20,285.7500,86.2500,3.6875,1,1,2,0
801020,21.40,990.21,-0.17,34.7260398,86.6396484,0.0000000,203.20,285.7500,86.2500,3.6875,1,1,2,0
802162,21.40,990.13,0.51,34.7260398,86.6396484,0.0000000,203.20,285.7500,86.2500,3.6875,1,1,2,0
803249,21.40,990.18,0.09,34.7260398,86.6396484,0.0000000,203.20,285.6250,86.2500,3.6875,1,1,2,0
804323,21.50,990.22,-0.26,34.7260398,86.6396484,0.0000000,203.20,285.6250,86.2500,3.6875,1,1,2,0
805398,21.50,990.20,-0.09,34.7260398,86.6396484,0.0000000,203.20,285.6250,86.2500,3.6875,1,1,2,0
806474,21.50,990.16,0.26,34.7260398,86.6396484,0.0000000,203.20,285.6250,86.2500,3.6875,1,1,2,0
807549,21.50,990.16,0.26,34.7260398,86.6396484,0.0000000,203.20,285.6250,86.2500,3.6875,1,1,2,0
808624,21.50,990.18,0.09,34.7260398,86.6396484,0.0000000,203.20,285.5625,86.1875,3.7500,1,1,2,0
809699,21.50,990.06,1.11,34.7260398,86.6396484,0.0000000,203.20,285.5625,86.1875,3.7500,1,1,2,0
810774,21.50,990.19,0.00,34.7260398,86.6396484,0.0000000,203.20,285.5625,86.1875,3.7500,1,1,2,0
811848,21.50,990.14,0.43,34.7260398,86.6396484,0.0000000,203.20,285.5625,86.1875,3.7500,1,1,2,0
812923,21.50,990.19,0.00,34.7260398,86.6396484,0.0000000,203.20,285.5625,86.1875,3.7500,1,1,2,0
814059,21.50,990.14,0.43,34.7260398,86.6396484,0.0000000,203.20,285.5625,86.1875,3.7500,1,1,2,0
815179,21.50,990.17,0.17,34.7260398,86.6396484,0.0000000,203.20,285.5625,86.1875,3.7500,1,1,2,0
816254,21.50,990.25,-0.51,34.7260398,86.6396484,0.0000000,203.20,285.5625,86.1875,3.7500,1,1,2,0
817331,21.50,990.08,0.94,34.7260398,86.6396484,0.0000000,203.20,285.5625,86.1875,3.7500,1,1,2,0
818405,21.50,990.13,0.51,34.7260398,86.6396484,0.0000000,203.20,285.5625,86.1875,3.7500,1,1,2,0
819479,21.50,990.08,0.94,34.7260398,86.6396484,0.0000000,203.20,285.5625,86.1875,3.7500,1,1,2,0
820554,21.50,990.18,0.09,34.7260398,86.6396484,0.0000000,203.20,285.5625,86.1875,3.7500,1,1,2,0
821629,21.50,990.17,0.17,34.7260398,86.6396484,0.0000000,203.20,285.5625,86.1875,3.7500,1,1,2,0
822705,21.50,990.15,0.34,34.7260398,86.6396484,0.0000000,203.20,285.5625,86.1875,3.7500,1,1,2,0
823778,21.60,990.16,0.26,34.7260398,86.6396484,0.0000000,203.20,285.5625,86.1875,3.7500,1,1,2,0
824853,21.60,990.15,0.34,34.7260398,86.6396484,0.0000000,203.20,285.5625,86.1875,3.7500,1,1,2,0
825944,21.60,990.14,0.43,34.7260398,86.6396484,0.0000000,203.20,285.5625,86.1875,3.7500,1,1,2,0
827114,21.60,990.16,0.26,34.7260398,86.6396484,0.0000000,203.20,285.5625,86.1875,3.7500,1,1,2,0
828189,21.60,990.10,0.77,34.7260398,86.6396484,0.0000000,203.20,285.5625,86.1875,3.7500,1,1,2,0
829263,21.60,990.16,0.26,34.7260398,86.6396484,0.0000000,203.20,285.5625,86.1875,3.7500,1,1,2,0
830001,21.60,990.20,-0.09,34.7260398,86.6396484,0.0000000,203.20,285.5625,86.1875,3.7500,1,1,2,0
831087,21.60,990.16,0.26,34.7260398,86.6396484,0.0000000,203.20,285.5625,86.1875,3.7500,1,1,2,0
832161,21.60,990.13,0.51,34.7260398,86.6396484,0.0000000,203.20,285.5625,86.1875,3.7500,1,1,2,0
833235,21.60,990.08,0.94,34.7260398,86.6396484,0.0000000,203.20,285.5625,86.1875,3.7500,1,1,2,0
834311,21.60,990.18,0.09,34.7260398,86.6396484,0.0000000,203.20,285.5625,86.1875,3.7500,1,1,2,0
835386,21.60,990.11,0.68,34.7260398,86.6396484,0.0000000,203.20,285.5625,86.1875,3.7500,1,1,2,0
836461,21.60,990.14,0.43,34.7260398,86.6396484,0.0000000,203.20,285.5625,86.1875,3.7500,1,1,2,0
837536,21.60,990.20,-0.09,34.7260398,86.6396484,0.0000000,203.20,285.5625,86.1875,3.7500,1,1,2,0
838611,21.60,990.13,0.51,34.7260398,86.6396484,0.0000000,203.20,285.5625,86.1875,3.7500,1,1,2,0
839687,21.60,990.12,0.60,34.7260398,86.6396484,0.0000000,203.10,285.5625,86.1875,3.7500,1,1,2,0
840762,21.60,990.08,0.94,34.7260398,86.6396484,0.0000000,203.10,285.5625,86.1875,3.7500,1,1,2,0
841840,21.60,990.15,0.34,34.7260398,86.6396484,0.0000000,203.10,285.5625,86.1875,3.7500,1,1,2,0
843033,21.70,990.10,0.77,34.7260398,86.6396484,0.0000000,203.10,285.5625,86.1875,3.7500,1,1,2,0
844107,21.70,990.16,0.26,34.7260398,86.6396484,0.0000000,203.20,285.5625,86.1875,3.7500,1,1,2,0
845181,21.70,990.15,0.34,34.7260398,86.6396636,0.0000000,203.40,285.5625,86.1875,3.7500,1,1,2,0
846257,21.70,990.14,0.43,34.7260398,86.6396484,0.0000000,203.50,285.5625,86.1875,3.7500,1,1,2,0
847331,21.70,990.13,0.51,34.7260360,86.6396484,0.0000000,203.80,285.5625,86.1875,3.7500,1,1,2,0
848406,21.70,990.11,0.68,34.7260322,86.6396484,0.0000000,204.00,285.5625,86.1875,3.7500,1,1,2,0
849481,21.70,990.18,0.09,34.7260322,86.6396636,0.0000000,204.30,285.5625,86.1875,3.7500,1,1,2,0
850556,21.70,990.18,0.09,34.7260322,86.6396636,0.0000000,204.50,285.5625,86.1875,3.7500,1,1,2,0
851631,21.70,990.22,-0.26,34.7260322,86.6396636,0.0000000,204.70,285.5625,86.1875,3.7500,1,1,2,0
852744,21.70,990.18,0.09,34.7260322,86.6396636,0.0000000,204.90,285.5625,86.1875,3.7500,1,1,2,0
853921,21.70,990.18,0.09,34.7260322,86.6396636,0.0000000,205.00,285.5625,86.1875,3.7500,1,1,2,0
854995,21.70,990.13,0.51,34.7260322,86.6396636,0.0000000,205.10,285.5625,86.1875,3.7500,1,1,2,0
856071,21.70,990.22,-0.26,34.7260322,86.6396636,0.0000000,205.10,285.5625,86.1875,3.7500,1,1,2,0
857146,21.70,990.22,-0.26,34.7260322,86.6396636,0.0000000,205.10,285.5625,86.1875,3.7500,1,1,2,0
858221,21.70,990.15,0.34,34.7260322,86.6396636,0.0000000,205.10,285.5625,86.1875,3.7500,1,1,2,0
859295,21.70,990.27,-0.69,34.7260322,86.6396636,0.0000000,205.10,285.5625,86.1875,3.7500,1,1,2,0
860370,21.80,990.15,0.34,34.7260322,86.6396636,0.0000000,205.10,285.5625,86.1875,3.7500,1,1,2,0
861446,21.80,990.20,-0.09,34.7260322,86.6396636,0.0000000,205.10,285.5625,86.1875,3.7500,1,1,2,0
862521,21.80,990.20,-0.09,34.7260322,86.6396636,0.0000000,205.10,285.5625,86.1875,3.7500,1,1,2,0
862896,21.80,990.20,-0.09,34.7260322,86.6396636,0.0000000,205.10,285.5625,86.1875,3.7500,1,1,2,0
863971,21.70,990.07,1.02,34.7260322,86.6396636,0.0000000,205.10,285.5625,86.1875,3.7500,1,1,2,0
865046,21.80,990.13,0.51,34.7260322,86.6396636,0.0000000,205.10,285.5625,86.1875,3.7500,1,1,2,0
866120,21.80,990.19,0.00,34.7260322,86.6396636,0.0000000,205.10,285.5625,86.1875,3.7500,1,1,2,0
867195,21.80,990.20,-0.09,34.7260322,86.6396636,0.0000000,205.10,285.5625,86.1875,3.7500,1,1,2,0
868271,21.80,990.17,0.17,34.7260322,86.6396636,0.0000000,205.10,285.5625,86.1875,3.7500,1,1,2,0
869345,21.80,990.19,0.00,34.7260322,86.6396636,0.0000000,205.10,285.5625,86.1875,3.7500,1,1,2,0
870419,21.80,990.08,0.94,34.7260322,86.6396636,0.0000000,205.10,285.5625,86.1875,3.7500,1,1,2,0
871494,21.80,990.17,0.17,34.7260322,86.6396636,0.0000000,205.10,285.5625,86.1875,3.7500,1,1,2,0
872569,21.80,990.22,-0.26,34.7260360,86.6396636,0.0000000,205.10,285.5625,86.1875,3.7500,1,1,2,0
873704,21.80,990.16,0.26,34.7260360,86.6396636,0.0000000,205.10,285.5625,86.1875,3.7500,1,1,2,0
874800,21.80,990.24,-0.43,34.7260360,86.6396636,0.0000000,205.20,285.5625,86.1875,3.7500,1,1,2,0
875875,21.80,990.12,0.60,34.7260360,86.6396636,0.0000000,205.20,285.5625,86.1875,3.7500,1,1,2,0
876948,21.80,990.18,0.09,34.7260360,86.6396636,0.0000000,205.20,285.5625,86.1875,3.7500,1,1,2,0
878022,21.90,990.15,0.34,34.7260360,86.6396636,0.0000000,205.20,285.5625,86.1875,3.7500,1,1,2,0
879097,21.90,990.10,0.77,34.7260360,86.6396636,0.0000000,205.20,285.5625,86.1875,3.7500,1,1,2,0
880172,21.90,990.11,0.68,34.7260360,86.6396636,0.0000000,205.20,285.5625,86.1875,3.7500,1,1,2,0
881247,21.90,990.15,0.34,34.7260360,86.6396636,0.0000000,205.30,285.5625,86.1875,3.7500,1,1,2,0
882322,21.90,990.11,0.68,34.7260360,86.6396636,0.0000000,205.40,285.5625,86.1875,3.7500,1,1,2,0
883396,21.90,990.13,0.51,34.7260360,86.6396636,0.0000000,205.50,285.5625,86.1875,3.7500,1,1,2,0
884471,21.90,990.07,1.02,34.7260360,86.6396636,0.0000000,205.50,285.5625,86.1875,3.7500,1,1,2,0
885559,21.90,990.06,1.11,34.7260360,86.6396636,0.0000000,205.50,285.5625,86.1875,3.7500,1,1,2,0
886715,21.90,990.17,0.17,34.7260398,86.6396636,0.0000000,205.50,285.5625,86.1875,3.6875,1,1,2,0
887789,21.90,990.09,0.85,34.7260398,86.6396636,0.0000000,205.50,285.5625,86.1875,3.6875,1,1,2,0
888863,21.90,990.16,0.26,34.7260398,86.6396636,0.0000000,205.50,285.6250,86.1875,3.6875,1,1,2,0
889937,21.90,990.09,0.85,34.7260398,86.6396636,0.0000000,205.50,285.6250,86.1875,3.6875,1,1,2,0
891013,21.90,990.16,0.26,34.7260398,86.6396636,0.0000000,205.50,285.6250,86.1875,3.6875,1,1,2,0
892087,21.90,990.15,0.34,34.7260398,86.6396636,0.0000000,205.50,285.6250,86.1875,3.6875,1,1,2,0
893162,21.90,990.09,0.85,34.7260398,86.6396636,0.0000000,205.50,285.6250,86.1875,3.6875,1,1,2,0
894237,22.00,990.10,0.77,34.7260398,86.6396636,0.0000000,205.50,285.6250,86.1875,3.6875,1,1,2,0
895312,21.90,990.15,0.34,34.7260398,86.6396636,0.0000000,205.50,285.6250,86.1875,3.6875,1,1,2,0
896387,22.00,990.11,0.68,34.7260398,86.6396636,0.0000000,205.50,285.6250,86.1875,3.6875,1,1,2,0
897513,22.00,990.09,0.85,34.7260398,86.6396636,0.0000000,205.50,285.6250,86.1875,3.6875,1,1,2,0
898677,22.00,990.13,0.51,34.7260398,86.6396636,0.0000000,205.50,285.6250,86.1875,3.6875,1,1,2,0
899751,22.00,990.10,0.77,34.7260398,86.6396636,0.0000000,205.50,285.6250,86.1875,3.6875,1,1,2,0
900826,22.00,990.13,0.51,34.7260398,86.6396636,0.0000000,205.50,285.6250,86.1875,3.6875,1,1,2,0
901901,22.00,990.13,0.51,34.7260398,86.6396636,0.0000000,205.50,285.6250,86.1875,3.6875,1,1,2,0
902976,22.00,990.10,0.77,34.7260398,86.6396636,0.0000000,205.50,285.6250,86.1875,3.6875,1,1,2,0
904050,22.00,990.20,-0.09,34.7260398,86.6396636,0.0000000,205.50,285.6250,86.1875,3.6875,1,1,2,0
905125,22.00,990.16,0.26,34.7260398,86.6396636,0.0000000,205.50,285.6250,86.1875,3.6875,1,1,2,0
906201,22.00,990.18,0.09,34.7260398,86.6396636,0.0000000,205.50,285.6250,86.1875,3.6875,1,1,2,0
907276,22.00,990.11,0.68,34.7260398,86.6396636,0.0000000,205.50,285.6250,86.1875,3.6875,1,1,2,0
908351,22.00,990.14,0.43,34.7260360,86.6396636,0.0000000,205.50,285.6250,86.1875,3.6875,1,1,2,0
909461,22.00,990.02,1.45,34.7260360,86.6396636,0.0000000,205.60,285.6250,86.1875,3.6875,1,1,2,0
910569,22.00,990.11,0.68,34.7260360,86.6396636,0.0000000,205.60,285.6250,86.1875,3.6875,1,1,2,0
911643,22.00,990.14,0.43,34.7260360,86.6396636,0.0000000,205.60,285.6250,86.1875,3.6875,1,1,2,0
912718,22.10,990.14,0.43,34.7260360,86.6396636,0.0000000,205.70,285.6250,86.1875,3.6875,1,1,2,0
913794,22.10,990.15,0.34,34.7260398,86.6396484,0.0000000,205.80,285.6250,86.1875,3.6875,1,1,2,0
914868,22.10,990.07,1.02,34.7260360,86.6396484,0.0000000,205.80,285.6250,86.1875,3.6875,1,1,2,0
915943,22.10,990.12,0.60,34.7260398,86.6396484,0.0000000,205.80,285.6250,86.1875,3.6875,1,1,2,0
917018,22.10,990.10,0.77,34.7260398,86.6396484,0.0000000,205.80,285.6250,86.1875,3.6875,1,1,2,0
918092,22.10,990.13,0.51,34.7260398,86.6396484,0.0000000,205.80,285.6250,86.1875,3.6875,1,1,2,0
919168,22.10,990.14,0.43,34.7260398,86.6396484,0.0000000,205.70,285.6250,86.1875,3.6875,1,1,2,0
920243,22.10,990.12,0.60,34.7260398,86.6396484,0.0000000,205.70,285.6250,86.1875,3.6875,1,1,2,0
921369,22.10,990.13,0.51,34.7260398,86.6396484,0.0000000,205.70,285.6250,86.1875,3.6875,1,1,2,0
922517,22.10,990.15,0.34,34.7260398,86.6396484,0.0000000,205.80,285.6250,86.1875,3.6875,1,1,2,0
923592,22.10,990.15,0.34,34.7260360,86.6396484,0.0000000,205.90,285.6250,86.1875,3.6875,1,1,2,0
924666,22.10,990.19,0.00,34.7260360,86.6396484,0.0000000,206.00,285.6250,86.1875,3.6875,1,1,2,0
925741,22.10,990.12,0.60,34.7260360,86.6396484,0.0000000,206.00,285.6250,86.1875,3.6875,1,1,2,0
926816,22.10,990.13,0.51,34.7260360,86.6396484,0.0000000,206.00,285.6250,86.1875,3.6875,1,1,2,0
927891,22.10,990.16,0.26,34.7260322,86.6396484,0.0000000,206.10,285.6250,86.1875,3.6875,1,1,2,0
928966,22.20,990.13,0.51,34.7260322,86.6396484,0.0000000,206.10,285.6250,86.1875,3.6875,1,1,2,0
930040,22.10,990.14,0.43,34.7260322,86.6396484,0.0000000,206.10,285.6250,86.1875,3.6875,1,1,2,0
931115,22.20,990.18,0.09,34.7260322,86.6396484,0.0000000,206.10,285.6250,86.1875,3.6875,1,1,2,0
932190,22.20,990.10,0.77,34.7260322,86.6396484,0.0000000,206.10,285.6250,86.1875,3.6875,1,1,2,0
933319,22.20,990.17,0.17,34.7260322,86.6396484,0.0000000,206.10,285.6250,86.1875,3.6875,1,1,2,0
934420,22.20,990.16,0.26,34.7260322,86.6396484,0.0000000,206.10,285.6250,86.1875,3.6875,1,1,2,0
935495,22.20,990.21,-0.17,34.7260322,86.6396484,0.0000000,206.10,285.6250,86.1875,3.6875,1,1,2,0
936570,22.20,990.13,0.51,34.7260322,86.6396484,0.0000000,206.10,285.6250,86.1875,3.6875,1,1,2,0
937645,22.20,990.13,0.51,34.7260322,86.6396484,0.0000000,206.10,285.6250,86.1875,3.6875,1,1,2,0
938720,22.20,990.13,0.51,34.7260322,86.6396484,0.0000000,206.10,285.6250,86.1875,3.6875,1,1,2,0
939795,22.20,990.11,0.68,34.7260322,86.6396484,0.0000000,206.10,285.6250,86.1875,3.6875,1,1,2,0
940870,22.20,990.13,0.51,34.7260322,86.6396484,0.0000000,206.10,285.6250,86.2500,3.6875,1,1,2,0
941945,22.20,990.08,0.94,34.7260322,86.6396484,0.0000000,206.10,285.6875,86.3125,3.6250,1,1,2,0
943020,22.20,990.08,0.94,34.7260322,86.6396484,0.0000000,206.10,285.7500,86.3125,3.5625,1,1,2,0
944095,22.20,990.07,1.02,34.7260322,86.6396484,0.0000000,206.10,285.7500,86.3125,3.5625,1,1,2,0
945181,22.20,990.07,1.02,34.7260322,86.6396484,0.0000000,206.00,285.7500,86.3125,3.5625,1,1,2,0
946348,22.20,990.11,0.68,34.7260322,86.6396484,0.0000000,206.00,285.7500,86.3125,3.5625,1,1,2,0
947422,22.30,990.12,0.60,34.7260322,86.6396484,0.0000000,206.00,285.7500,86.3125,3.5625,1,1,2,0
948496,22.30,990.13,0.51,34.7260322,86.6396484,0.0000000,206.00,285.7500,86.3125,3.5625,1,1,2,0
949570,22.30,990.08,0.94,34.7260322,86.6396484,0.0000000,206.00,285.7500,86.3125,3.5625,1,1,2,0
950644,22.30,990.12,0.60,34.7260322,86.6396484,0.0000000,206.00,285.7500,86.3125,3.5625,1,1,2,0
951718,22.30,990.09,0.85,34.7260322,86.6396484,0.0000000,206.00,285.7500,86.3125,3.5625,1,1,2,0
952794,22.30,990.11,0.68,34.7260322,86.6396484,0.0000000,206.00,285.7500,86.3125,3.5625,1,1,2,0
953869,22.30,990.12,0.60,34.7260322,86.6396484,0.0000000,206.00,285.7500,86.3125,3.5625,1,1,2,0
954943,22.30,990.13,0.51,34.7260322,86.6396484,0.0000000,206.00,285.7500,86.3125,3.5625,1,1,2,0
956018,22.30,990.15,0.34,34.7260322,86.6396484,0.0000000,206.00,285.7500,86.3125,3.5625,1,1,2,0
957110,22.30,990.12,0.60,34.7260322,86.6396484,0.0000000,206.00,285.7500,86.3750,3.5625,1,1,2,0
958281,22.30,990.12,0.60,34.7260322,86.6396484,0.0000000,206.00,285.7500,86.3750,3.5625,1,1,2,0
959355,22.30,990.14,0.43,34.7260322,86.6396484,0.0000000,206.00,285.7500,86.3750,3.5625,1,1,2,0
960431,22.30,990.12,0.60,34.7260322,86.6396484,0.0000000,206.00,285.7500,86.3750,3.5625,1,1,2,0
961505,22.30,990.17,0.17,34.7260322,86.6396484,0.0000000,206.00,285.7500,86.3750,3.5625,1,1,2,0
962580,22.30,990.12,0.60,34.7260322,86.6396484,0.0000000,206.00,285.7500,86.3750,3.5625,1,1,2,0
963654,22.30,990.05,1.19,34.7260322,86.6396484,0.0000000,206.00,285.7500,86.3750,3.5625,1,1,2,0
964728,22.40,990.04,1.28,34.7260322,86.6396484,0.0000000,206.00,285.7500,86.3750,3.5625,1,1,2,0
965804,22.40,990.12,0.60,34.7260322,86.6396484,0.0000000,206.00,285.7500,86.3750,3.5625,1,1,2,0
966878,22.40,990.13,0.51,34.7260322,86.6396484,0.0000000,206.00,285.7500,86.3750,3.5625,1,1,2,0
967953,22.40,990.09,0.85,34.7260322,86.6396484,0.0000000,206.00,285.7500,86.3750,3.5625,1,1,2,0
969093,22.40,990.07,1.02,34.7260322,86.6396484,0.0000000,206.00,286.1875,86.6250,3.1250,1,1,2,0
970214,22.40,990.07,1.02,34.7260322,86.6396484,0.0000000,206.00,285.7500,86.3750,3.5000,1,1,2,0
971287,22.40,990.14,0.43,34.7260322,86.6396484,0.0000000,206.00,285.7500,86.3750,3.5625,1,1,2,0
972361,22.40,990.07,1.02,34.7260322,86.6396484,0.0000000,206.00,285.7500,86.3750,3.5625,1,1,2,0
973436,22.40,990.16,0.26,34.7260322,86.6396484,0.0000000,206.00,285.7500,86.3750,3.5625,1,1,2,0
974511,22.40,990.13,0.51,34.7260322,86.6396484,0.0000000,206.00,285.7500,86.3750,3.5625,1,1,2,0
975585,22.40,990.15,0.34,34.7260322,86.6396484,0.0000000,206.00,285.7500,86.4375,3.5000,1,1,2,0
976660,22.40,990.16,0.26,34.7260322,86.6396484,0.0000000,206.00,285.7500,86.4375,3.5000,1,1,2,0
977735,22.40,990.08,0.94,34.7260322,86.6396484,0.0000000,206.00,285.8125,86.4375,3.5000,1,1,2,0
978809,22.40,990.18,0.09,34.7260322,86.6396484,0.0000000,206.00,286.1875,86.8125,176.8125,1,1,2,0
979886,22.40,990.19,0.00,34.7260322,86.6396484,0.0000000,206.00,286.1875,86.8125,176.8125,1,1,2,0
981027,22.40,990.12,0.60,34.7260322,86.6396484,0.0000000,206.00,286.1875,86.8125,176.8125,1,1,2,0
982123,22.50,990.08,0.94,34.7260322,86.6396484,0.0000000,206.00,286.1875,86.8125,176.8125,1,1,2,0
983199,22.50,990.10,0.77,34.7260322,86.6396484,0.0000000,206.00,286.1875,86.8125,176.8125,1,1,2,0
984275,22.50,990.18,0.09,34.7260322,86.6396484,0.0000000,206.00,286.1875,86.8125,176.8125,1,1,2,0
985352,22.50,990.16,0.26,34.7260322,86.6396484,0.0000000,206.00,286.1875,86.8125,176.8125,1,1,2,0
